Субъект РФ;Год;Оборот розничной торговли (млн. руб.);Объем платных услуг населению (млн. руб.)
г. Севастополь;2019;69038.6;37497.2631
Северо-Кавказский        федеральный округ;2019;1625973.4;446165.2293
Республика Дагестан;2019;593299.4;132105.6155
Республика Ингушетия;2019;25966.3;11074.0462
Кабардино-Балкарская Республика;2019;134586.7;33495.918
Карачаево-Черкесская Республика;2019;40318.4;16391.2978
Республика Северная Осетия - Алания;2019;119194.8;27148.9247
Чеченская Республика;2019;176225.3;58311.0495
Ставропольский край;2019;536382.6;167638.3776
Приволжский федеральный округ;2019;5839683.1;1664571.59
Республика Башкортостан;2019;931528.9;273419.0676
Республика Марий Эл;2019;90761.7;24941.3418
Республика Мордовия;2019;97736.9;27173.4021
Республика Татарстан;2019;952690.3;292843.3378
Удмуртская Республика;2019;242990.4;67748.5815
Чувашская Республика;2019;166357.7;53813.717
Пермский край;2019;564029.6;168913.2375
Кировская область;2019;204496.5;61216.4427
Нижегородская область ;2019;780708.1;198093.8674
Оренбургская область;2019;327692.6;93151.1372
Пензенская область;2019;217573.9;59595.0811
Самарская область;2019;687516.7;181564.7269
Саратовская область;2019;376900.8;103955.5632
Ульяновская область;2019;198699.1;58142.0861
Уральский         федеральный округ;2019;2849230.6;907288.7476
Курганская область;2019;120321.2;32912.6654
Свердловская область ;2019;1196946.9;404336.8192
Тюменская область;2019;981867.9;291003.4759
в том числе:;2019;0;0
Ханты-Мансийский автономный округ - Югра;2019;437521.8;120300.5216
Ямало-Ненецкий автономный округ;2019;142232;54606.9621
Тюменская область  без автономных округов;2019;402114.1;116095.9922
Челябинская область;2019;550094.6;179035.7871
Сибирский        федеральный округ;2019;2945966.5;889529.1299
Республика Алтай;2019;29033.6;6496.6725
Республика Тыва;2019;26164.5;6944.7887
Республика Хакасия;2019;91091.9;19315.6107
Алтайский край;2019;370868.3;103106.7408
Красноярский край;2019;578805.8;176275.5828
Иркутская область;2019;384461.1;116255.2667
Кемеровская область;2019;402503.5;126122.1084
Новосибирская область ;2019;535148.3;173182.8239
Омская область;2019;356465;106669.1651
Томская область;2019;171424.5;55160.3703
Дальневосточный федеральный округ;2019;1878531.4;667824.052
Республика Бурятия;2019;189113;46433.8688
Республика Саха (Якутия);2019;246913.7;94374.2643
Забайкальский край;2019;173507.3;49374.5353
Камчатский край;2019;61972.9;32039.0912
Приморский край;2019;447420.4;163255.4505
Хабаровский край ;2019;345885.7;146658.1607
Амурская область;2019;182953.4;48753.2943
Магаданская область;2019;33788.9;16951.0911
Сахалинская область;2019;160179.7;55646.2607
Еврейская автономная область;2019;26309.7;9109.7399
Чукотский автономный округ;2019;10486.7;5228.2952
Центральный федеральный округ;2020;11849562.4;3124797.127
Белгородская область;2020;366330.5;87529.6501
Брянская область;2020;267971;52843.5577
Владимирская область;2020;239913.6;68586.0436
Воронежская область;2020;584320.1;116327.2967
Ивановская область;2020;178886.3;41383.3122
Калужская область;2020;215053;49973.9531
Костромская область;2020;113302.3;26809.6231
Курская область;2020;227898.6;52997.4994
Липецкая область;2020;268198.9;68212.3041
Московская область;2020;2676149.2;499418.2132
Орловская область;2020;142156;33863.9672
Рязанская область;2020;216729.7;50020.9504
Смоленская область;2020;172754.1;33825.2992
Тамбовская область;2020;198398.2;47656.917
Тверская область;2020;250269.6;56190.0824
Тульская область;2020;299762.2;72196.6799
Ярославская область;2020;254977.1;59913.7259
г. Москва;2020;5176492.1;1707048.051
Северо-Западный федеральный округ;2020;3418712.9;946835.1587
Республика Карелия;2020;138562.2;35762.6734
Республика Коми;2020;164775;46904.1251
Архангельская область;2020;281931.3;64534.5386
в том числе: ;2020;0;0
Ненецкий автономный округ;2020;10009.6;3043.5829
Архангельская область без автономного округа;2020;271921.7;61490.9557
Вологодская область;2020;211408.9;62700.8556
Калининградская область;2020;186139.9;57456.4664
Ленинградская область;2020;481711.7;82340.7633
Мурманская область;2020;179008.3;58465.5719
Новгородская область;2020;121595.1;30251.2595
Псковская область;2020;125207;26316.8432
г. Санкт-Петербург;2020;1528373.6;482102.0617
Южный             федеральный округ;2020;3534093.3;1111966.397
Республика Адыгея;2020;107189.8;14388.2407
Республика Калмыкия;2020;23268.6;5899.1437
Республика Крым;2020;282385.3;86675.4606
Краснодарский край;2020;1487272.5;562783.2957
Астраханская область;2020;174837.4;39053.9824
Волгоградская область;2020;415734.9;133109.6015
Ростовская область;2020;975602.4;234519.4904
г. Севастополь;2020;67802.4;35537.1816
Северо-Кавказский        федеральный округ;2020;1605509.6;414036.0384
Республика Дагестан;2020;587964.2;123584.6723
Республика Ингушетия;2020;25930.4;9405.6963
Кабардино-Балкарская Республика;2020;134203.9;31710.3082
Карачаево-Черкесская Республика;2020;38871.7;15904.3073
Республика Северная Осетия - Алания;2020;113604.7;23523.799
Чеченская Республика;2020;184489.8;56287.6177
Ставропольский край;2020;520444.9;153619.6376
Приволжский федеральный округ;2020;5786086;1506614.672
Республика Башкортостан;2020;912651.3;229649.6518
Республика Марий Эл;2020;91237.3;22935.0192
Республика Мордовия;2020;99898.5;25503.317
Республика Татарстан;2020;929098.6;265495.1978
Удмуртская Республика;2020;239672;63854.2718
Чувашская Республика;2020;171695.4;49509.8045
Пермский край;2020;554520.5;146426.9684
Кировская область;2020;205056.6;58655.0652
Нижегородская область ;2020;755996.6;182928.5955
Оренбургская область;2020;330340.1;87926.0439
Пензенская область;2020;222343.6;54768.8588
Самарская область;2020;674641.3;165334.8962
Саратовская область;2020;396596;99196.3912
Ульяновская область;2020;202338.2;54430.5911
Уральский         федеральный округ;2020;2828392.9;788844.4475
Курганская область;2020;121234.7;28484.8627
Свердловская область ;2020;1117561.6;329936.7706
Тюменская область;2020;990684.5;256224.303
в том числе:;2020;0;0
Ханты-Мансийский автономный округ - Югра;2020;433936.7;108938.522
Ямало-Ненецкий автономный округ;2020;143588.3;44889.7012
Тюменская область  без автономных округов;2020;413159.5;102396.0798
Челябинская область;2020;598912.1;174198.5112
Сибирский        федеральный округ;2020;2944584;826553.8095
Республика Алтай;2020;29854.1;6568.6712
Республика Тыва;2020;25297.4;6531.4463
Республика Хакасия;2020;93608.5;19301.0683
Алтайский край;2020;354328.4;98579.6157
Красноярский край;2020;563311.6;166141.98
Иркутская область;2020;392925;101234.4565
Кемеровская область;2020;404872.5;122058.7244
Новосибирская область ;2020;550103.8;157590.7474
Омская область;2020;355778.5;96423.1495
Томская область;2020;174504.2;52123.9502
Дальневосточный федеральный округ;2020;1906719.1;574549.8713
Республика Бурятия;2020;196887.7;43891.1079
Республика Саха (Якутия);2020;244908.9;75608.6945
Забайкальский край;2020;174063.6;46798.783
Камчатский край;2020;63202.9;29179.5075
Приморский край;2020;434689.3;134955.5126
Хабаровский край ;2020;363655.6;119471.944
Амурская область;2020;192739.8;47363.565
Магаданская область;2020;34314.1;14955.7537
Сахалинская область;2020;164968.8;49485.9156
Еврейская автономная область;2020;26453.9;8640.1529
Чукотский автономный округ;2020;10834.5;4198.9346
Центральный федеральный округ;2021;13874429.6;3971502.669
Белгородская область;2021;398209;96124.4459
Брянская область;2021;302959.5;60119.4274
Владимирская область;2021;276799.4;76233.3183
Воронежская область;2021;681334.3;133790.864
Ивановская область;2021;207733.2;45762.985
Калужская область;2021;237322.4;58548.8399
Костромская область;2021;135775.2;30080.2583
Курская область;2021;260445.3;59026.1543
Липецкая область;2021;305829.8;75909.2188
Московская область;2021;3267358.9;614622.1551
Орловская область;2021;160518.3;38433.7185
Рязанская область;2021;246166.5;58577.6855
Смоленская область;2021;193370.9;39488.3849
Тамбовская область;2021;220208.2;51531.1422
Тверская область;2021;289394.1;64056.823
Тульская область;2021;346432.8;81836.1159
Ярославская область;2021;305775.1;72069.0823
г. Москва;2021;6038796.7;2315292.05
Северо-Западный федеральный округ;2021;4071879.5;1173596.907
Республика Карелия;2021;152913.8;44234.5047
Республика Коми;2021;179383.3;52931.7172
Архангельская область;2021;311869.1;76471.8742
в том числе: ;2021;0;0
Ненецкий автономный округ;2021;10473.6;3264.2774
Архангельская область без автономного округа;2021;301395.5;73207.5968
Вологодская область;2021;238252;71388.1436
Калининградская область;2021;224005.9;73484.4387
Ленинградская область;2021;567662.2;98470.2181
Мурманская область;2021;191400.8;69361.0717
Новгородская область;2021;136978.9;33981.6022
Псковская область;2021;144846.2;30135.3336
г. Санкт-Петербург;2021;1924567.3;623138.0034
Южный             федеральный округ;2021;4336462.1;1377464.572
Республика Адыгея;2021;139651.5;17488.2385
Республика Калмыкия;2021;26232.6;6620.2421
Республика Крым;2021;334305.8;124151.6793
Краснодарский край;2021;1908464.3;715942.3303
Астраханская область;2021;194841.4;43812.3204
Волгоградская область;2021;478130.2;146333.0719
Ростовская область;2021;1157939.3;280382.2136
г. Севастополь;2021;96897;42734.4761
Северо-Кавказский        федеральный округ;2021;1868459.5;464722.4351
Республика Дагестан;2021;657564.5;131313.8969
Республика Ингушетия;2021;29943.5;9169.8768
Кабардино-Балкарская Республика;2021;188981;36691.964
Карачаево-Черкесская Республика;2021;44185.7;18078.7146
Республика Северная Осетия - Алания;2021;133488;25388.1774
Чеченская Республика;2021;212966.4;62112.5373
Ставропольский край;2021;601330.5;181967.2681
Приволжский федеральный округ;2021;6596485.1;1728923.581
Республика Башкортостан;2021;1015846.5;251182.6341
Республика Марий Эл;2021;108490.4;25576.794
Республика Мордовия;2021;116697.7;29571.4676
Республика Татарстан;2021;1086401.2;302050.6203
Удмуртская Республика;2021;265557.4;79236.164
Чувашская Республика;2021;199903.7;57854.5244
Пермский край;2021;615914.7;180865.2026
Кировская область;2021;236122.5;66499.4099
Нижегородская область ;2021;880674.1;213898.9413
Оренбургская область;2021;383838;96218.0071
Пензенская область;2021;255559.9;63504.7045
Самарская область;2021;757582.5;190101.0315
Саратовская область;2021;449078;110338.2455
Ульяновская область;2021;224818.5;62025.8344
Уральский         федеральный округ;2021;3159059;965026.4893
Курганская область;2021;133013.2;31077.0024
Свердловская область ;2021;1227763.2;415499.4642
Тюменская область;2021;1113530.4;315710.5858
в том числе:;2021;0;0
Ханты-Мансийский автономный округ - Югра;2021;489800.1;133693.6233
Ямало-Ненецкий автономный округ;2021;161413.3;50921.0536
Тюменская область  без автономных округов;2021;462317;131095.9089
Челябинская область;2021;684752.2;202739.4369
Сибирский        федеральный округ;2021;3419912.3;962930.7074
Республика Алтай;2021;36390.5;8660.2405
Республика Тыва;2021;29661.5;8068.539
Республика Хакасия;2021;103162.8;22952.5121
Алтайский край;2021;397846;107858.8918
Красноярский край;2021;636026.7;206121.4835
Иркутская область;2021;473295.1;120786.5162
Кемеровская область;2021;460981.7;139298.087
Новосибирская область ;2021;671856.5;182033.8338
Омская область;2021;400794.1;114197.966
Томская область;2021;209897.4;52952.6375
Дальневосточный федеральный округ;2021;2145033.5;677051.0482
Республика Бурятия;2021;219448.7;47933.6943
Республика Саха (Якутия);2021;280354.7;92164.6018
Забайкальский край;2021;197766.6;54677.4884
Камчатский край;2021;74835.7;31172.1729
Приморский край;2021;509007.7;166598.6737
Хабаровский край ;2021;391443.8;150288.8342
Амурская область;2021;214996.6;51099.2516
Магаданская область;2021;40021.5;14574.9223
Сахалинская область;2021;176676;54325.8798
Еврейская автономная область;2021;29247.4;9806.8982
Чукотский автономный округ;2021;11234.8;4408.631
